"","pid","W1_Paranoia1","W1_Paranoia2","W1_Paranoia3","W1_Paranoia4","W1_Paranoia5","W1_Paranoia_Total","W1_Conspiracy_1","W1_Conspiracy_2","W1_Conspiracy_3","W1_Conspiracy_4","W1_Conspiracy_5","W1_Conspiracy_Total","W1_Religion_binary","W1_ReligiousBelief_Total","W1_ReligiousBelief1","W1_ReligiousBelief2","W1_ReligiousBelief3","W1_ReligiousBelief4","W1_ReligiousBelief5","W1_ReligiousBelief6","W1_ReligiousBelief7","W1_ReligiousBelief8","W1_ReligiousBelief2_R","W1_ReligiousBelief4_R","W1_ReligiousBelief6_R","W1_ReligiousBelief8_R","W1_Political_Scale","W1_Nationalism1","W1_Nationalism2","W1_Nationalism_Total","W1_Death_Anxiety_Total","W1_DAI1","W1_DAI2","W1_DAI3","W1_DAI4","W1_DAI5","W1_DAI6","W1_DAI7","W1_DAI8","W1_DAI9","W1_DAI10","W1_DAI11","W1_DAI12","W1_DAI13","W1_DAI14","W1_DAI15","W1_DAI16","W1_DAI17","W1_CRT1","W1_CRT2","W1_CRT3","W1_CRT4","W1_CRT5","W1_ReligiousBelief1_R","W1_ReligiousBelief3_R","W1_ReligiousBelief5_R","W1_ReligiousBelief7_R","W1_TotalCRT","W1_Gender","W1_Age_year","W1_Age_categories"
"758",1490716478,1,3,4,1,1,10,6,8,8,6,7,35,1,22,4,4,5,5,4,5,3,4,2,1,1,2,5,3,3,6,49,2,2,4,3,5,3,4,5,3,4,1,1,3,1,3,3,2,2,2,2,2,2,2,1,2,3,2,2,34,2
"759",1490716674,2,4,3,1,5,15,10,5,8,7,6,36,0,25,2,2,2,2,3,3,3,2,4,4,3,4,5,3,5,8,57,2,3,3,3,4,2,2,5,4,5,4,2,2,4,4,4,4,2,2,3,2,2,4,4,3,3,2,1,40,3
"760",1490716854,1,1,3,1,1,7,3,4,8,3,7,25,1,18,1,5,2,3,2,5,4,2,1,3,1,4,8,3,5,8,30,3,2,2,2,3,1,2,2,1,2,1,1,1,1,3,1,2,1,2,3,2,2,5,4,4,2,3,1,41,3
"761",1490717012,4,4,4,4,4,20,2,3,4,5,6,20,1,24,2,2,2,2,2,2,2,2,4,4,4,4,5,4,3,7,68,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,4,4,4,4,2,1,34,2
"762",1490717059,1,2,2,1,1,7,7,7,4,7,7,32,1,19,1,3,3,2,1,5,4,4,3,4,1,2,5,3,4,7,24,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,2,2,4,2,5,3,5,2,2,2,66,6
"763",1490717127,2,4,2,2,2,12,7,6,7,7,9,36,1,24,4,4,3,4,4,4,4,3,2,2,2,3,8,3,4,7,67,4,4,4,5,4,2,5,4,4,4,4,3,4,4,4,4,4,2,2,2,4,3,2,3,2,2,0,2,63,5
"764",1490717178,1,1,1,1,1,5,8,7,5,6,7,33,0,32,3,2,4,1,4,2,4,2,4,5,4,4,5,4,4,8,32,3,2,2,2,2,1,1,3,2,1,1,3,2,1,1,4,1,2,2,3,2,2,3,2,2,2,2,2,34,2
"765",1490717186,2,3,3,1,3,12,8,9,8,5,4,34,0,38,5,2,5,2,5,1,5,1,4,4,5,5,6,3,4,7,50,4,3,4,3,3,2,3,4,3,3,3,3,1,2,3,4,2,2,1,1,2,2,1,1,1,1,4,1,42,3
"768",1490717827,1,4,2,1,4,12,8,7,7,3,6,31,0,36,5,2,5,1,5,4,5,1,4,5,2,5,4,3,2,5,29,1,1,2,1,1,1,1,5,1,1,2,1,1,2,2,2,4,1,1,1,4,2,1,1,1,1,4,1,55,5
"771",1490718654,2,4,3,3,4,16,6,4,4,6,3,23,1,24,3,4,3,3,4,3,4,4,2,3,3,2,5,3,3,6,42,1,4,4,3,3,2,2,2,2,3,3,2,3,2,2,2,2,2,1,1,4,2,3,3,2,2,3,1,24,1
"773",1490719281,1,1,1,1,1,5,11,11,11,6,8,47,1,18,2,4,3,2,2,3,1,5,2,4,3,1,1,4,4,8,25,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,3,2,2,4,3,4,5,4,1,44,3
"776",1490720028,2,2,2,2,3,11,7,7,7,7,7,35,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,8,52,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,1,2,31,2
"777",1490720030,1,3,4,1,2,11,7,7,8,6,7,35,1,14,2,5,1,4,1,4,3,4,1,2,2,2,6,4,4,8,58,4,2,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,2,1,1,4,2,4,5,5,3,3,2,41,3
"778",1490720158,2,2,2,2,2,10,5,9,7,3,8,32,1,24,3,4,3,2,2,4,4,2,2,4,2,4,4,1,2,3,39,2,2,2,3,2,2,2,4,2,2,4,2,2,2,2,2,2,2,1,1,2,2,3,3,4,2,4,2,61,5
"779",1490720218,1,1,2,1,2,7,6,7,7,7,7,34,1,30,4,2,4,2,2,2,4,2,4,4,4,4,4,2,2,4,44,4,2,2,2,2,2,2,2,2,4,4,2,2,4,2,4,2,2,2,2,3,4,2,2,4,2,0,2,55,5
"780",1490720262,3,3,3,3,3,15,6,6,6,6,6,30,0,24,3,2,2,2,3,4,2,2,4,4,2,4,6,3,3,6,55,1,1,2,3,3,4,4,4,4,4,4,4,3,3,3,4,4,2,2,2,4,3,3,4,3,4,0,1,31,2
"781",1490720400,1,1,1,1,1,5,9,9,4,7,7,36,1,37,3,1,5,1,5,1,4,1,5,5,5,5,4,4,5,9,40,1,1,1,4,5,1,5,1,4,4,1,1,4,4,1,1,1,1,1,2,2,2,3,1,1,2,4,2,63,5
"782",1490720502,1,1,2,1,2,7,2,7,3,4,5,21,1,35,5,2,5,1,5,4,5,2,4,5,2,4,7,5,4,9,41,4,2,5,3,1,1,1,1,1,4,1,5,2,1,4,4,1,1,1,1,2,2,1,1,1,1,5,1,45,4
"783",1490720646,3,4,4,3,4,18,7,7,7,7,9,37,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,4,4,8,58,3,3,3,4,4,3,4,5,3,3,3,3,4,3,3,5,2,2,3,3,4,2,3,3,3,3,1,1,79,6
"784",1490720952,1,3,1,3,2,10,11,11,8,8,11,49,0,26,3,4,4,2,4,5,4,2,2,4,1,4,5,2,3,5,27,1,1,2,1,2,1,1,5,1,1,1,1,1,1,2,4,1,2,1,1,2,2,3,2,2,2,4,1,67,6
"785",1490721002,4,3,2,1,2,12,10,9,10,10,11,50,1,26,3,4,3,1,3,1,1,2,2,5,5,4,5,5,5,10,33,3,1,2,1,1,1,1,5,2,2,1,1,1,1,4,5,1,2,1,2,3,3,3,3,3,5,1,2,63,5
"786",1490721109,1,3,2,1,3,10,7,9,8,6,6,36,1,27,5,4,4,2,4,4,4,4,2,4,2,2,6,3,3,6,28,2,2,1,1,3,2,2,1,3,2,1,1,1,2,2,1,1,2,1,4,4,2,1,2,2,2,2,2,60,5
"787",1490721541,1,1,1,1,1,5,8,9,7,8,7,39,0,37,4,2,5,1,5,2,5,1,4,5,4,5,5,2,4,6,30,2,1,1,1,3,2,1,1,1,4,2,1,1,4,3,1,1,1,1,1,4,2,2,1,1,1,4,1,72,6
"788",1490721606,1,4,1,2,5,13,8,10,7,7,8,40,0,32,1,3,5,1,5,1,3,1,3,5,5,5,6,3,3,6,44,4,1,1,3,1,1,1,5,1,3,4,4,4,4,2,3,2,2,3,2,4,3,5,1,1,3,0,2,27,2
"789",1490721650,1,3,3,1,3,11,6,7,7,7,6,33,1,25,2,2,3,2,2,3,3,2,4,4,3,4,5,3,3,6,39,3,2,2,2,3,1,2,3,3,2,2,1,2,2,3,3,3,2,2,2,4,3,4,3,4,3,0,1,44,3
"790",1490721777,1,2,3,1,3,10,8,7,7,6,6,34,0,31,4,3,5,1,3,3,3,1,3,5,3,5,5,4,4,8,52,2,2,4,4,4,3,4,3,3,4,4,1,2,2,3,3,4,1,2,2,2,2,2,1,3,3,3,2,60,5
"791",1490721935,1,3,1,1,4,10,11,7,7,6,7,38,1,17,1,4,2,1,1,3,2,5,2,5,3,1,7,4,4,8,38,3,2,3,4,4,1,3,3,3,3,1,1,3,1,1,1,1,2,3,2,4,2,5,4,5,4,1,2,76,6
"792",1490722012,1,2,2,1,3,9,11,11,8,6,9,45,0,37,4,2,5,1,5,2,5,1,4,5,4,5,5,3,3,6,42,1,4,2,3,5,2,3,2,4,4,1,1,2,2,3,1,2,2,1,1,4,2,2,1,1,1,3,2,48,4
"793",1490722220,1,1,1,1,1,5,6,6,3,5,3,23,1,20,2,3,3,3,2,4,2,3,3,3,2,3,6,3,4,7,30,4,1,2,3,2,1,1,3,3,3,1,1,1,1,1,1,1,2,1,1,2,2,4,3,4,4,4,2,41,3
"794",1490722821,3,2,2,2,3,12,6,8,6,9,9,38,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,5,4,9,49,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,4,3,3,3,3,3,0,1,54,4
"795",1490722823,1,2,3,1,4,11,7,8,8,6,7,36,1,23,4,4,2,2,2,2,2,3,2,4,4,3,8,4,4,8,39,2,2,3,2,2,2,3,4,2,3,2,2,2,2,2,2,2,2,2,1,4,2,2,4,4,4,2,1,65,6
"797",1490723114,1,5,5,5,5,21,7,8,8,8,8,39,1,28,3,2,4,1,3,3,3,3,4,5,3,3,5,3,3,6,54,3,3,3,3,5,3,3,2,4,4,4,3,3,3,3,2,3,2,2,2,4,2,3,2,3,3,1,1,35,3
"798",1490723236,1,1,1,1,1,5,7,8,7,1,1,24,0,36,5,3,5,1,5,2,5,2,3,5,4,4,3,3,3,6,62,3,2,4,4,4,4,4,5,3,4,4,4,3,2,3,5,4,2,2,2,2,3,1,1,1,1,1,1,67,6
"799",1490723267,1,1,1,1,2,6,8,9,8,5,6,36,1,31,2,2,4,1,5,2,4,3,4,5,4,3,5,2,2,4,35,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,37,3
"800",1490723434,1,1,1,1,1,5,6,6,6,3,3,24,0,29,3,2,4,2,4,2,4,4,4,4,4,2,6,3,4,7,22,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,2,1,1,41,3
"801",1490723904,2,1,1,1,5,10,11,11,11,11,11,55,0,35,3,1,3,1,5,1,5,2,5,5,5,4,5,4,4,8,23,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,3,3,3,1,1,2,1,83,6
"802",1490724086,1,1,3,1,3,9,11,6,2,6,7,32,1,35,5,3,5,1,5,2,5,3,3,5,4,3,5,2,3,5,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,5,1,53,4
"804",1490724413,1,1,1,1,1,5,6,11,9,6,11,43,0,37,3,1,5,1,5,2,5,1,5,5,4,5,4,3,2,5,24,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,4,2,4,3,3,1,1,1,0,1,59,5
"805",1490724813,3,3,3,3,3,15,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,3,0,2,34,2
"807",1490725032,1,4,3,2,4,14,11,11,9,10,11,52,1,29,2,1,3,2,5,4,3,1,5,4,2,5,8,3,3,6,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,3,1,2,36,3
"808",1490725159,3,3,3,1,3,13,8,8,7,6,6,35,1,21,3,3,2,3,2,3,3,4,3,3,3,2,5,3,3,6,51,3,2,3,3,4,3,3,2,3,4,3,3,3,3,3,3,3,1,1,1,2,2,3,4,4,3,5,1,71,6
"809",1490725181,1,3,3,3,4,14,10,9,9,10,11,49,0,31,2,1,5,1,5,5,3,1,5,5,1,5,4,2,4,6,35,1,1,2,1,1,2,2,1,3,3,4,1,3,1,2,3,4,2,1,3,2,2,4,1,1,3,3,1,43,3
"810",1490725495,2,2,2,1,2,9,8,9,6,6,7,36,1,15,2,5,2,4,2,5,2,3,1,2,1,3,7,5,5,10,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,4,4,4,4,2,2,76,6
"811",1490725594,4,4,4,4,4,20,7,9,10,9,10,45,0,25,4,3,2,2,2,2,1,1,3,4,4,5,2,4,4,8,68,4,4,4,4,5,4,4,5,3,4,4,4,3,4,4,4,4,2,2,2,4,3,2,4,4,5,0,1,48,4
"812",1490725639,3,3,3,3,3,15,6,6,6,6,6,30,0,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,1,2,32,2
"813",1490725665,2,4,4,4,4,18,8,8,6,6,6,34,1,27,3,2,3,2,3,3,3,2,4,4,3,4,9,3,4,7,52,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,4,2,4,3,3,3,3,3,0,1,62,5
"814",1490725709,1,1,1,1,1,5,3,8,4,2,8,25,0,29,4,4,5,2,3,5,5,1,2,4,1,5,2,3,3,6,27,2,1,1,1,1,1,1,4,1,2,1,1,1,1,2,4,2,1,1,1,4,2,2,1,3,1,4,1,71,6
"815",1490726030,4,3,3,1,2,13,8,9,8,6,7,38,1,23,1,2,3,2,2,4,3,2,4,4,2,4,5,3,5,8,31,2,2,2,3,2,1,2,2,3,2,1,1,1,2,1,2,2,2,1,2,4,2,5,3,4,3,2,2,58,5
"817",1490726189,1,1,1,1,1,5,8,8,5,3,7,31,0,38,5,1,3,1,5,1,5,1,5,5,5,5,9,3,3,6,48,4,3,4,1,2,2,4,5,1,4,2,4,1,3,1,5,2,2,2,2,4,2,1,3,1,1,1,1,50,4
"818",1490726285,3,4,3,2,4,16,10,10,6,6,9,41,1,30,3,2,4,1,2,3,4,1,4,5,3,5,3,2,1,3,57,4,2,2,4,4,2,4,2,4,4,4,3,4,2,4,4,4,2,2,2,4,2,3,2,4,2,1,2,71,6
"819",1490726524,3,3,3,3,3,15,6,6,6,6,6,30,0,33,2,2,5,2,5,2,5,2,4,4,4,4,5,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,4,1,1,1,4,1,43,3
"820",1490726651,1,1,1,1,1,5,9,8,9,4,4,34,0,38,5,1,5,1,5,2,5,2,5,5,4,4,1,3,4,7,30,1,1,1,2,2,2,2,4,2,3,2,1,1,1,2,2,1,2,2,1,2,3,1,1,1,1,2,1,69,6
"821",1490726689,1,4,2,3,2,12,10,8,8,7,9,42,1,34,3,2,4,1,5,1,4,2,4,5,5,4,8,5,5,10,30,2,2,2,2,2,1,1,4,1,2,2,2,1,1,2,2,1,2,2,2,2,2,3,2,1,2,2,1,41,3
"822",1490727077,1,1,1,1,1,5,9,7,10,9,9,44,1,21,2,4,3,3,2,3,3,3,2,3,3,3,7,5,5,10,44,3,1,5,3,3,2,1,5,3,3,1,1,4,1,3,4,1,2,2,2,4,3,4,3,4,3,0,2,70,6
"823",1490727334,1,1,3,1,1,7,9,9,9,9,9,45,1,29,3,2,5,1,4,4,3,3,4,5,2,3,8,3,3,6,71,3,2,3,5,5,3,5,5,5,5,4,4,5,4,5,4,4,2,2,2,4,2,3,1,2,3,1,1,45,4
"825",1490727399,1,1,1,1,1,5,9,9,8,9,9,44,1,26,3,3,4,2,3,3,3,3,3,4,3,3,3,1,2,3,47,2,3,3,3,3,2,3,4,3,3,2,3,2,3,2,4,2,1,2,1,4,2,3,2,3,3,3,2,71,6
"826",1490727471,2,2,2,1,3,10,6,6,5,4,4,25,0,38,5,1,4,1,5,1,5,2,5,5,5,4,5,3,4,7,66,4,3,4,5,4,2,5,4,5,4,3,4,3,3,4,5,4,1,1,1,4,2,1,2,1,1,4,1,50,4
"827",1490727899,2,3,2,2,1,10,7,8,7,6,7,35,1,22,3,4,3,3,3,4,3,3,2,3,2,3,5,3,3,6,52,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,1,1,37,3
"829",1490728355,1,1,2,1,1,6,8,8,7,2,3,28,0,36,3,1,4,1,5,1,4,1,5,5,5,5,3,2,2,4,60,4,2,4,5,5,5,5,4,4,4,2,3,4,2,3,2,2,1,1,1,2,2,3,2,1,2,5,1,39,3
"830",1490728716,1,1,1,1,1,5,7,7,7,5,5,31,1,27,3,2,3,3,3,2,3,2,4,3,4,4,6,3,3,6,48,4,1,1,4,4,1,3,5,4,4,1,1,3,3,4,3,2,1,1,1,2,2,3,3,3,3,5,1,56,5
"831",1490728931,1,1,2,1,2,7,9,7,5,4,9,34,1,26,4,3,3,2,3,3,4,4,3,4,3,2,3,3,3,6,43,2,1,3,2,4,3,3,4,3,4,1,1,1,1,3,4,3,2,1,2,4,3,2,3,3,2,1,1,65,6
"832",1490729157,3,4,2,3,3,15,8,8,7,6,7,36,1,19,2,3,3,4,2,4,2,3,3,2,2,3,4,4,5,9,56,3,2,2,5,4,3,4,5,5,4,1,2,5,2,3,4,2,2,2,3,3,2,4,3,4,4,1,2,36,3
"833",1490729182,2,3,3,2,3,13,8,8,2,3,6,27,0,34,5,3,5,2,5,4,5,1,3,4,2,5,5,3,3,6,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,4,1,50,4
"835",1490729250,2,1,2,1,1,7,2,2,2,1,1,8,0,32,2,2,4,1,4,2,4,1,4,5,4,5,5,4,4,8,40,4,1,4,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,4,2,4,2,4,2,2,2,1,1,56,5
"836",1490729736,1,4,3,2,2,12,7,10,7,6,11,41,0,38,5,3,5,1,5,1,5,1,3,5,5,5,4,1,3,4,20,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,47,4
"837",1490729795,1,1,1,1,2,6,11,10,7,6,7,41,1,36,3,1,5,2,5,2,5,1,5,4,4,5,8,4,4,8,40,3,3,3,2,4,2,2,3,1,2,3,2,1,1,2,4,2,2,2,2,4,3,3,1,1,1,0,1,62,5
"838",1490729883,1,1,3,2,3,10,8,8,6,9,6,37,1,38,4,2,5,1,5,1,5,1,4,5,5,5,4,1,3,4,22,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,5,2,43,3
"839",1490729930,1,2,3,1,3,10,11,11,10,10,11,53,0,40,5,1,5,1,5,1,5,1,5,5,5,5,4,3,3,6,52,2,3,2,4,5,1,4,3,3,4,4,4,3,2,4,1,3,2,1,1,2,3,1,1,1,1,3,1,58,5
"840",1490729983,3,3,3,2,2,13,4,9,7,11,11,42,1,27,3,2,2,2,5,3,5,5,4,4,3,1,5,3,4,7,37,2,3,1,1,1,1,1,5,3,3,1,4,1,1,4,4,1,2,2,2,4,2,3,4,1,1,1,2,54,4
"842",1490730351,1,1,1,1,5,9,9,8,8,8,9,42,1,25,3,2,3,3,2,3,3,2,4,3,3,4,6,3,4,7,42,4,5,3,5,2,2,2,3,4,2,1,1,1,2,1,3,1,2,4,2,4,2,3,3,4,3,1,2,56,5
"844",1490730587,1,1,3,1,1,7,9,11,6,6,6,38,1,22,4,5,2,3,1,4,5,2,1,3,2,4,5,2,2,4,18,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,5,1,5,2,35,3
"846",1490730993,1,3,4,2,4,14,7,8,8,7,9,39,1,27,2,3,4,2,4,2,3,3,3,4,4,3,4,5,5,10,30,3,2,2,1,3,2,2,1,2,1,3,1,1,2,2,1,1,2,1,1,2,2,4,2,2,3,4,1,48,4
"847",1490731099,3,3,3,3,3,15,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,7,3,3,6,51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,4,2,3,3,3,3,3,1,49,4
"850",1490731893,1,2,2,2,4,11,8,7,9,8,8,40,1,32,3,2,4,1,4,1,4,3,4,5,5,3,7,3,3,6,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,2,2,0,2,47,4
"851",1490732033,5,3,4,1,4,17,3,3,2,6,2,16,1,33,3,2,5,1,4,3,4,1,4,5,3,5,5,1,1,2,30,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,2,1,3,4,3,3,1,2,2,1,2,58,5
"853",1490732248,2,4,3,4,4,17,11,11,8,5,6,41,1,22,1,3,3,1,2,4,1,1,3,5,2,5,10,4,4,8,41,1,2,2,2,2,3,2,2,3,2,3,3,2,4,2,3,3,2,2,3,3,2,5,3,4,5,1,1,40,3
"854",1490732345,2,2,3,2,2,11,6,7,8,5,6,32,1,26,4,4,4,4,4,2,4,4,2,2,4,2,8,4,4,8,53,4,2,3,4,3,4,4,3,2,2,3,4,2,4,4,3,2,2,1,3,4,3,2,2,2,2,1,1,56,5
"855",1490732506,3,3,3,3,3,15,6,6,6,6,6,30,1,22,3,4,3,3,2,3,3,3,2,3,3,3,8,3,4,7,57,4,3,2,4,4,5,3,2,3,3,3,3,4,4,3,3,4,2,2,2,2,3,3,3,4,3,1,2,36,3
"856",1490732850,2,2,2,1,1,8,3,8,5,2,3,21,1,18,2,4,3,2,1,4,2,4,2,4,2,2,6,5,5,10,65,4,2,1,4,5,4,4,4,5,5,4,4,5,2,5,5,2,2,1,2,2,3,4,3,5,4,2,1,45,4
"857",1490733127,4,2,4,1,2,13,7,5,5,7,7,31,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,3,4,7,59,4,1,4,3,4,3,4,5,2,4,3,4,3,3,4,5,3,1,1,1,2,3,3,3,3,3,4,1,60,5
"858",1490733289,1,1,1,1,1,5,8,11,11,7,7,44,0,40,5,1,5,1,5,1,5,1,5,5,5,5,3,2,3,5,26,2,2,2,2,2,1,1,3,1,1,1,2,1,1,1,1,2,2,1,2,4,2,1,1,1,1,2,2,48,4
"860",1490734541,4,2,1,1,1,9,8,11,7,1,10,37,1,22,1,5,5,1,1,2,3,4,1,5,4,2,3,2,1,3,23,1,1,1,1,1,1,1,4,1,1,2,1,1,3,1,1,1,2,2,1,2,2,5,1,5,3,3,2,32,2
"861",1490737927,2,3,3,1,3,12,6,6,6,6,6,30,1,24,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,66,4,3,3,3,3,2,5,5,5,5,4,5,5,3,4,3,4,2,1,1,4,2,3,3,3,3,3,2,53,4
"863",1490739169,3,3,4,3,4,17,11,11,8,8,11,49,1,18,1,5,3,1,2,5,2,3,1,5,1,3,6,5,5,10,69,3,4,5,5,2,3,4,5,5,4,3,4,5,4,5,4,4,2,2,3,4,3,5,3,4,4,0,2,34,2
"864",1490741374,2,2,2,2,2,10,5,7,5,3,3,23,0,29,4,3,4,2,4,4,4,2,3,4,2,4,4,2,2,4,25,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,4,1,1,1,1,2,2,2,2,2,2,5,2,52,4
"867",1490746325,2,3,3,2,3,13,6,8,6,6,6,32,1,24,3,3,3,3,3,3,3,3,3,3,3,3,6,4,4,8,52,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,1,1,4,2,3,3,3,3,3,1,44,3
"868",1490746969,4,5,5,5,4,23,10,10,7,9,11,47,1,19,1,2,3,2,1,5,2,3,4,4,1,3,7,4,4,8,21,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,3,2,4,3,5,3,5,4,0,1,44,3
"869",1490748794,2,3,4,4,5,18,9,9,9,9,9,45,1,21,3,4,3,2,2,3,2,4,2,4,3,2,9,4,4,8,70,2,4,4,5,5,5,5,4,5,5,5,3,3,4,4,3,4,2,1,1,4,2,3,3,4,4,3,2,48,4
"870",1490748841,4,2,2,2,3,13,7,7,7,7,8,36,1,24,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,8,58,4,4,4,4,1,1,3,2,4,4,3,4,4,3,5,4,4,1,1,1,2,2,3,3,3,3,5,1,54,4
"872",1490748883,4,2,3,4,3,16,8,6,3,7,9,33,0,24,2,3,3,5,3,2,3,1,3,1,4,5,9,4,3,7,35,1,3,2,2,1,3,1,1,1,2,2,4,1,2,1,3,5,2,2,2,2,3,4,3,3,3,1,1,32,2
"873",1490749109,3,3,3,3,3,15,11,11,7,5,8,42,0,24,3,4,4,3,3,3,3,3,2,3,3,3,5,3,3,6,50,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,1,2,2,3,2,3,3,3,2,25,2
"874",1490749115,3,3,3,3,4,16,7,6,7,8,7,35,1,28,2,1,4,2,4,3,3,3,5,4,3,3,3,4,4,8,49,2,2,2,2,3,3,3,3,3,4,3,3,3,4,3,3,3,2,2,1,4,2,4,2,2,3,2,1,38,3
"875",1490749166,1,3,5,3,5,17,10,10,6,6,7,39,1,20,1,4,3,3,1,2,3,3,2,3,4,3,10,5,5,10,72,3,5,5,5,5,3,5,5,5,5,3,3,5,3,5,3,4,2,2,2,4,3,5,3,5,3,0,2,61,5
"876",1490749224,2,2,2,2,2,10,6,7,6,6,6,31,1,25,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,6,37,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,3,1,2,34,2
"877",1490749234,3,3,3,2,3,14,6,6,6,6,6,30,1,13,1,5,1,4,1,5,5,5,1,2,1,1,8,3,4,7,19,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,5,5,5,1,0,2,55,5
"878",1490749263,2,4,3,1,3,13,5,8,7,5,6,31,0,35,4,2,5,1,5,3,5,2,4,5,3,4,4,2,3,5,39,2,4,2,2,3,1,1,1,2,3,4,2,1,2,3,2,4,2,2,1,2,3,2,1,1,1,2,1,44,3
"879",1490749485,1,1,1,1,1,5,8,8,9,9,10,44,0,38,3,1,5,1,5,1,5,1,5,5,5,5,6,2,2,4,53,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,1,1,1,4,2,3,1,1,1,4,1,56,5
"881",1490749635,2,2,2,2,3,11,5,5,5,6,6,27,1,23,4,4,4,4,3,4,4,4,2,2,2,2,6,3,3,6,53,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,2,1,1,2,2,2,2,3,2,4,1,42,3
"882",1490749684,2,3,2,2,3,12,10,9,6,6,8,39,1,27,3,2,3,2,3,3,3,2,4,4,3,4,8,3,1,4,46,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,1,1,1,4,2,3,3,3,3,4,1,54,4
"883",1490749688,1,3,2,2,1,9,11,3,2,2,2,20,1,26,3,3,3,1,3,3,3,3,3,5,3,3,6,3,3,6,34,2,1,1,1,3,1,1,5,2,1,1,1,3,3,3,4,1,1,1,1,2,2,3,3,3,3,5,2,56,5
"885",1490749995,2,3,2,2,2,11,11,9,7,6,7,40,1,21,3,4,4,2,3,5,2,4,2,4,1,2,5,4,3,7,50,1,1,2,4,4,3,3,3,4,4,2,3,3,3,3,3,4,1,1,1,4,2,3,2,3,4,4,1,47,4
"886",1490750027,3,5,5,4,5,22,8,8,6,7,10,39,0,28,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,10,25,3,2,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,29,2
